	ids	body	Uncertainity of Post_Diagnosis	Results and Side-Effects Observed	Medical Assistance	Diet and Maintenance	Information Source	Concepts
457	LIPITOR.319.txt	Joint pain, muscle ache, fatigue. While doctors will test your liver function on this medication, and they may run a blood test to check for muscle wasting, many doctors deny that there is a connection between joint pain, muscle aching, fatigue etc and Lipitor. I stopped taking the medication and the symptoms gradually dissipated. About a year later, I was put on it again and once again the same symptoms returned. I saw another doctor and this physician is the one that stated that Lipitor is more than likely the cause. Another family member was on Lipitor and experienced very similar symptoms. She took herself off of the medication her symptoms also began to fade. She demanded to be put on another medication and was. Not all people who take Lipitor will have adverse reactions, but if you do experience these symptoms, don't just accept your doctor's denial of a connection between the two. You may want to get a second opinion. 	0	1	1	0	0	test liver function|blood test|adverse reactions|second opinion|medication|family|year|muscle ache|joint pain|fatigue|aching|and symptoms|symptoms|Joint pain|likely|run|connection|experience|denial|experienced|wasting|Lipitor|Lipitor|saw|physician
458	ARTHROTEC.47.txt	after taking just one dose, had hunger feeling and stomach cramping, in the eve and through the night constant muscle cramps in my calf muscles, couldn't sleep, had to keep jumping out of bed because of the cramps. I just went for test and haven't gotten results yet, but Dr feels I have more than 1 form of arthritis, I also have a very sensitive stomach, this is cheaper and more approved by health insurance, so that is why this prescribed. Seems to me we always have to choose lesser of the 2 evils, I can't deal with Charlie Horses, so I am stopping this med. 	1	1	0	0	0	health insurance|prescribed|muscle cramps|cramping|hunger|cramps|calf muscles|stomach|stopping|stopping|feeling|feels|test|arthritis|sleep|more than 1|sensitive
459	ARTHROTEC.120.txt	After taking my first pill, I quickly experienced extreme uterine cramping. It felt like I was having a baby and broke out in a cold sweat, shaking uncontrollably, nauseated, several bowel movements. I felt like I was going to pass out, which would have been welcommed after feeling what I felt. The pain subsided fortunately within 15 minutes, but now this morning I have vaginal bleeding and I am only 11 days into my cycle. Do not recommend unless you are prepared to deal with gut wrenching pain and going into shock. Not worth it, I will continue to take Ibuprofen instead. 	0	1	0	0	0	vaginal bleeding|shock|bowel movements|cold sweat|nauseated|cramping|shaking|pain|Ibuprofen|cycle|Ibuprofen|cycle|uterine|gut|feeling|like|experienced|15 minutes|and broke|prepared
460	LIPITOR.8.txt	Back, hip thigh, knee pain, which is affecting my gait. Memory loss. I almost forgot(did I say memory loss?). fatigue. As the dose increases the pain has worsened. I have been on Lipitor for probably 10 yrs. Have tried nearly all statins with similar side effects. 10 mg no real side effects, no real benefits either; 40 mgs- fatigue, muscle aches but able to tolerate it though not happy and still no appreciable change in cholesterol. now on 80 mg and feeling extremely uncomfortable. Why am I on 80 mg? because the insurance company required a trial at this high level, before I can switch to an alternative and reduce the dose back to 40 mg. Since when did the insurance company go to med school so they can dictate what I should be on. sorry for the rant. 	0	1	0	0	0	side effects|muscle aches|knee pain|fatigue|pain|memory loss|worsened|probably|gait|able|high level|required|Memory|extremely|insurance|Lipitor|statins|cholesterol|Lipitor|statins|cholesterol|feeling|happy|thigh|Back|back|hip|trial
461	VOLTAREN-XR.3.txt	"Had a scary experience that I am associating with Voltaren. Not completely convinced it was the RX but I have no other reason for the reaction. First dosage I was hit with extreme abdominal issues including diarrhea. Figured it was a lack of adequate food on board when I took the 1st dose so increased my meal before I took the 2nd dose. Problem solved! Was on the meds for 7 days when I experienced chest discomfort and upper abdominal pressure. With a medical background, I know that cardiac symptoms are mistaken for gastric reasons so I went to the ER. Long story short, I was diagnosed with severe gastric distress (GERD) and with a ""gastric cocktail"" and a high octane prilosec, I had some serious relief and sent home. Not convinced it was the issue, I went a day without the RX and then started again. I wasn't entirely 100% after taking the dose and now, I am fairly certain it was the Voltaren. I must say that my symptoms did improve within 3 days but the ER visit was. "	0	1	1	1	0	abdominal pressure|chest discomfort|cardiac symptoms|symptoms|gastric distress|GERD|experience|experienced|reaction|abdominal|diagnosed|prilosec|Voltaren|mistaken|prilosec|food|Voltaren|mistaken|Problem|relief|improve|completely|certain|increased|gastric|board|visit|food|day|issue|diarrhea|severe
462	LIPITOR.826.txt	Achilles Tendonsitis, foot pain, weakness in upper arm muscles, severe knee pain, gas, arthritis like symptoms in hands, swelling of ankles, shin pain, increased fatigue and occasional leg cramps. Until I found this site I could not understand why. 	1	1	0	0	1	leg cramps|foot pain|knee pain|shin pain|weakness|fatigue|gas|symptoms|understand|like|Achilles|hands|arm|swelling|arthritis|increased|ankles|severe
463	ARTHROTEC.144.txt	Severe abdominal pain,bloating,gas,nauseous,constant hunger. These symptoms persisted three days after I stopped taking the drug. My stomach is still sore when palpitated after 5 days. Please think twice before taking this drug. 	0	1	0	0	0	abdominal|nauseous|hunger|pain|sore|gas|symptoms|stomach|Severe|Please|think|drug|bloating
464	LIPITOR.99.txt	Torn ham string. Had months of aquatic therapy & it did not help. Finally I had such pain in both legs in my upper thigh and upper leg by my hip area that I could hardly stand it. I had noticed 5 years prior to this that my muscles seemed to never feel the same as before I started on a statin drug. I kept thinking is this old age. It got so bad that I could hardly walk after sitting for any period of time. I finally called my doctor and was advised to stop the statin drug. It took a few months for the pain to subside. I took 40 Mg for 10 years. It brought my cholestrol down but I could not stand all of the muscle pain. 	0	1	1	0	0	upper thigh|muscle pain|pain|thinking|feel|aquatic|therapy|string|period|stand|sitting|5 years|help|10 years|months|legs|leg|hip|drug|statin|prior|statin|prior
465	LIPITOR.93.txt	Stomach problems, muscle pain, mood swings, headaches, joint pain. 	0	1	0	0	0	muscle pain|joint pain|headaches|mood swings|Stomach|problems
466	LIPITOR.522.txt	Muscle pain which I thought was Arthritis. 	1	1	0	0	0	Muscle pain|Arthritis
467	ARTHROTEC.95.txt	Terrible first of all I had diarrhoea my doseage was increased to 75 and a few days ago my feet and ankles started swelling up. I went to my GP and the results of my blood test showed there was something wrong with my liver and I am a non-drinker. My blood pressure had gone sky high so my that is why the swelling. I was told to stop taking Arthrotec and am now using a natural product that seems to work it is called Pernamax. 	0	1	1	0	0	blood pressure|blood test|diarrhoea|Arthrotec|Arthrotec|swelling|increased|ankles|liver|feet
468	LIPITOR.181.txt	I started taking Liptor as cholesterol was 494. After about 2 weeks I was extremely fatigued, headaches. After 2 months I started having leg cramps and very dark urine. Went in for 2 mo. blood test. Doctor took me off. Said it was compromising my liver. Had only taken my cholesterol down 30 points. I started walking & taking some phytomega vitamins & have dropped my cholesterol down. i have been taking statin drugs for 35 years. They all help some. but have gotten leg cramps with all & some hair loss with Mevacor. 	0	1	0	1	0	leg cramps|headaches|fatigued|dark urine|2 months|blood test|hair loss|Mevacor|statin|cholesterol|vitamins|Mevacor|drugs|statin|cholesterol|vitamins|liver|help|extremely|vitamins
469	LIPITOR.993.txt	I recommend Lipitor and it has worked well for me for over 15 years. 	0	1	0	0	0	Lipitor|Lipitor
470	LIPITOR.363.txt	Intense and constant pain in my legs and arms. Legs were also very painful to the touch. Pain relievers didn't help. I was tired all the time, couldn't sleep, loss of sexual desire. My Dr sent me to a Rheumatologist as he suspected that I had Lupus. Within 2 days of stopping the Lipitor, my symptoms began to subside. The leg pain is gone, I have lots of energy and I can sleep again. What a concept!!. It did significantly and quickly lower my cholesterol numbers, but they would immediately go back up as soon as I went off of it. I eat steel-cut oats every day and using natural products like red yeast rice, lecithin granules & garlic. 	0	1	1	1	0	lecithin granules|stopping|Lipitor|yeast|oats|cholesterol|sexual desire|like|stopping|leg pain|painful|tired|pain|symptoms|Lipitor|oats|cholesterol|energy|Pain|sleep|Lupus|yeast|legs|Legs|arms|back|help|day|immediately|cut
471	LIPITOR.921.txt	cramps in left leg, no feeling in right leg. 	0	1	0	0	0	right leg|left leg|feeling|cramps
472	LIPITOR.665.txt	Hell on earth. Took 10 mg for three weeks and stopped. Will be seeing my doctor in four days and will tell him what I think, It's dangerous stuff. Will never touch this junk again. Asked my pharmacist about all the pain especially back, he said it couldn't be the Lipitor! Really.  I will probably have to take a blood test but, the results will have no bearing on my decision. No Lipitor, there is something very wrong with it. I'm only 40 yrs old and I felt like 90, on the verge of death. I couldn't move because of the pain, couldn't sleep or woke up at 11am and could get out of bed, made very irrational moves while driving, couldn't remember where I left my dog 10 minutes before or who I had dinner with last night, had miniscus surgery 3 months ago and now it is painful again, constipation and stomach pain, always hungry. GREAT STUFF. I'll take my chances without it thanks. Quality of life is more important a number, and I can't stand the smell of tiger balm anymore!! I think more reseach is needed, something is not right here. 	1	1	1	0	0	Quality of life|stomach pain|painful|pain|always hungry|irrational|probably|moves|stand|decision|sleep|right|blood test|remember|think|Will|like|Lipitor|Lipitor|surgery|minutes|seeing|death|smell|move|back|said|constipation|important|is needed|months
473	ARTHROTEC.60.txt	Took 1 pill with dinner, woke during the night with stomach pain. In the morning I discovered that I had bled heavily during the night. Bleeding continued the next day with clotting. Also developed a rash on my wrist. Discontinued use after one pill!!. After checking the web site and seeing the list of side effects for this medication, it is hard to believe that it was ever approved. I do not recommend this medication for anyone. I have never had a reaction to any medication before. The complications of this drug outweight the benefits. 	0	1	0	0	1	complications|side effects|Bleeding|stomach pain|rash|Discontinued|continued|medication|day|clotting|seeing|wrist|drug|developed|reaction
474	VOLTAREN.5.txt	No side effects at all in first 24 hours. First day. Immediate and absolute relief. I don't get immediate and lasting relief from panadeine or Ibuprofen plus. Codeine medications aren't as effective and upset my stomach on occasions. So far this voltaren rapid 25 hasn't. First time in years my back ache has gone away so effectively. Really hope it last and i can wake up still feeling completely pain free. 	0	1	0	0	0	upset stomach|back ache|pain|side effects|medications|panadeine|Ibuprofen|voltaren|Codeine|immediate|day|Immediate|panadeine|Ibuprofen|voltaren|Codeine|feeling|hope|relief|completely|n't get|wake
475	LIPITOR.947.txt	Toe tinglingling, numbness in toes, feel like I am in a fog most of the day, memory impaired, hair loss ( major symptom for me), low grade headache, vision impaired, calf pain.  Lipitor does help reduce total serum cholesterol considerably in many patients but the side effects of this 'poisonous' medication are extremely alarming. I fail to comprehend why this medication is still permitted to be on the market as there is evidence that those who have been on long term have suffered irreversible muscle damage plus other permanent side effects. How come no one has sued the manufacturers as yet? Do patients have to die first before a pharmaceutical entity can be sued? Surely some of the people who have written in to this site should get together and institute litigation?. 	0	1	0	0	0	numbness in toes|calf pain|symptom|headache|tinglingling|vision impaired|litigation|memory|grade|manufacturers|pharmaceutical|side effects|medication|help|day|low|extremely|hair loss|alarming|suffered|Lipitor|cholesterol|Lipitor|cholesterol|damage|serum|feel|like|Toe
476	LIPITOR.235.txt	Severe muscle pain and movement restriction, hand tremor, memory deficits, worsening cataract, gum infections. Improvements noted two weeks after discontinuing, did not regain full range of movements in arms for two years. 	0	1	0	0	0	movement restriction|memory deficits|gum infections|muscle pain|hand tremor|Severe|arms|regain|regain|range|movements|range|cataract
477	LIPITOR.78.txt	Not much -- occasional itchiness. I was taking Red Yeast statins for chlolesterol of 230, but then big-pharma got in the picture and made that illegal. Don't know if that is still the case. My doctor said Lipitor was the most tested statin drug. My real concern is heart disease which is in my family. Not sure of how tight the correlation is between low chlosterol numbers and low risk of coronary problems. AMA dumbs down the information to make is sound like getting down to ridiculous levels (100) insures that you won't have problems. I doubt it. Probably much more based on genetic history. So Lipitor is great for reducing your numbers, but extending your life ???. 	1	1	0	0	0	heart disease|said|Don't know|Not sure|history|problems|itchiness|Probably|coronary|Lipitor|statins|statin|Lipitor|Yeast|drug|statins|statin|tested|family|low|information|Yeast|doubt|like
478	LIPITOR.931.txt	muscle cramps all over, depression and irritable, tired. Statins may or may not help with circulatory problems, but they definitely cause other severe problems. I will not take any statins again. 	0	1	0	0	0	muscle cramps|tired|depression|Statins|statins|Statins|statins|help|definitely|problems|circulatory|severe|irritable
479	ARTHROTEC.17.txt	just took the drug about 30 minutes ago and am now experiencing the worst abdominal pain ever, like mentstrual cramps/diarreah cramping combined. i had to keep dropping into a crouched position due to the severity of the lower abdominal pain. i was put on this medication because i was taking such high doses of Advil to quell the inflammation in my neck and back muscles that it caused me to have a GI bleed. but after this little episode, and after reading that it can cause heavy menstrual bleeding, i highly doubt this drug is the best fit for my problem!! i already have anemia due to the gastric bleed. how could my doctor not think of this? i'm also starting to feel dizzy and light headed, and can feel acidic bile at the back of my throat. great!! :|. 	0	1	0	0	0	heavy menstrual bleeding|gastric bleed|bleed|lower abdominal pain|light headed|cramping|cramps|dizzy|pain|fit|back muscles|throat|dropping|medication|abdominal|neck|back|problem|position|anemia|inflammation|Advil|quell|Advil|drug|quell|doubt|think|like|feel|bile|30 minutes
480	LIPITOR.13.txt	While taking 10 mg I have experienced no adverse side effects. It was only when increased to 20mg/day that I experienced increased bone and muscle pain. I have been taking Lipitor 10mg per day since 1997 with no adverse effects. The only problem I experienced was when one Dr increased my dose to 20mg per day to lower LDL to prevent another infarction. I have never had real high cholesterol, 218 at tops and now am around 158 total, triglycerides are also excellent. I have found that when using substitutes for this drug, I experience adverse effects, so I only take the name brand now. Good drug if you are started with a low dose right off the bat. Many Docs want to start you at 20mg or above, too much for the body to take, I think. 	1	1	0	0	0	high cholesterol|problem|right|triglycerides|too much|increased|adverse effects|side effects|infarction|muscle pain|experience|think|experienced|Lipitor|Lipitor|drug|start|name|day|low|bone|tops
481	ARTHROTEC.22.txt	Severe abdominal cramping, sweating, period cramps, vaginal bleeding, diarrhea, acid reflux, dry mouth. I would rather have had a migraine than the pain I suffered after taking one of these pills. Don't recommend at all. 	1	1	0	0	0	abdominal cramping|cramps|pain|vaginal bleeding|acid reflux|migraine|sweating|suffered|Severe|dry mouth|diarrhea|period
482	LIPITOR.890.txt	muscle pain/inability to walk with left foot pain. Memory loss. overall loss of muscle tone. Unable to control weight. Try to get a cardiologist to listen to you regarding symptoms. Called Pfizer and talked with nurse there and she recommended I let my doctor know about symptoms. She explained that drug was mfg in USA. My concern was that maybe some of the drug was mfg outside of USA, like maybe China and that a portion of the formula was causing problems. But in general the whole formula is poison so far as I am concerned. Thank God for this website. Am seeing new GP this week, and if he doesn't take me off Lipitor, am going to do it myself. Will take my chances rather than live this hell any longer. Have been on Lipitor for 6 years too long. 	0	1	1	0	1	muscle pain|pain|symptoms|muscle tone|Unable|new|inability to walk|problems|control|too long|left foot|website|Memory|week|formula|Lipitor|Lipitor|drug|weight|listen|like|Will|seeing|talked
483	LIPITOR.358.txt	Developed higher levels of muscular aches and pains including joint discomfort all over the body with a stronger concentration in legs, ankles and feet also a heaviness. Constant feeling of fatigue. Struggling with minimal weight gain, up and down. Some depression but could be related to onset of menopause. Some frequent upper abdominal discomfort. Intitally was placed on Crestor in conjunction with excercise and lifestyle change and developed severe polyathralgia in ankles and leg joints, to the point of not being able to walk and no significant reduction in cholesterol. Stopped cholesterol lowering drugs for one year under Dr's recommendation, with excercise and lifestyle change warranting no positive results. Taking Lipitor at present and have been for six months with significant positive results after three months, also in conjunction with excercise and lifestyle change. Dr and I have agreed to continue use of Lipitor unless symptoms worsen, will discuss other options at that junction. Quite satisfied with Lipitors ability to lower my cholesterol. Discourage with the side effects as they have seemed to have worsen. Family history of Heart desease, diabetes, and high blood pressure, all of which I have not inherited so far, thank G-d. So for now I stay on Lipitor with the hope that my symptoms will disapear. My Cholesterol is. 	0	1	0	1	0	cholesterol lowering drugs|Crestor|Lipitor|Constant|Lipitors|cholesterol|abdominal discomfort|discomfort|fatigue|aches|pains|symptoms|Family history|positive|present|worsen|able|related|blood pressure|weight|concentration|feeling|hope|satisfied|side effects|Cholesterol|depression|reduction|severe|diabetes|Crestor|Lipitor|Constant|Lipitors|cholesterol|ankles|Heart|legs|feet|leg|muscular|year|months|developed|junction|menopause
484	LIPITOR.238.txt	general weakness, decreased stamina. 	0	1	0	0	0	general weakness|decreased|stamina
485	LIPITOR.519.txt	After a mild heart attack 2 years ago I was put on 10mg of Lipitor. I began having leg and feet cramps. I stopped for a month and felt better but my cholesterol went back up. The doctor insisted I go back on. When I complained of feet and leg cramps the doctor put me on 5 mg. This helped but after 3 months my feet are cramping and I wake several times a night. I am also having back and hip pain and am feeling tired and depressed. I am going to stop again. It is not worth going through the pain. The doctor does not believe it is the Lipitor but I feel better when off. 	0	1	0	0	0	feeling tired|leg cramps|cramping|hip pain|cramps|pain|heart attack|depressed|Lipitor|cholesterol|Lipitor|cholesterol|month|months|feet|leg|back|wake|feel|2 years
486	LIPITOR.469.txt	I felt like I had been running a marathon. My legs ached, felt weak, calf muscles painful to touch- extreme fatigue, headaches. 	0	1	0	0	0	extreme fatigue|headaches|painful|weak|calf muscles|legs|like
487	LIPITOR.375.txt	Deafness, muscle pain, chronic rhinitus, upper respiratory infections, short term memory loss (really scary), tendonitis, fatigue, flatulance, stomach discomfort, abdominal cramps. 	0	1	0	0	0	upper respiratory infections|tendonitis|chronic rhinitus|short term memory loss|stomach discomfort|abdominal cramps|muscle pain|fatigue|Deafness
488	LIPITOR.305.txt	WEAK MUSCLES ,POOR BALANCE,VERY VERY TIRED CAN'T WORK MORE THAN 2 HOURS WITHOUT A NAP. 	0	1	0	0	0	POOR BALANCE|TIRED|WEAK|NAP
489	LIPITOR.875.txt	For as long as I could remember I've always had perfect cholesterol (from a percentage perspective anyway). It's always been right around 120/120. For what ever reason my LDL shot up to 175 so a (not my normal one) Dr just prescribed me Lipitor. I didn't notice any problems for just over 2 months then all of a sudden one day I stared feeling horrible like a severe flu just hit me. For the next few days I couldn't get enough sleep I was incredibly week and had pains throughout my upper body. I saw my regular Dr and decided to stop taking the drug, she also drew blood. Luckily most of the tests came back normal but there was a small spike in something with my liver which was normal before. My Cholesterol was LDL 95 HDL 109 (which I thought it is advertised to raise?) and my triglycerides were great as well. I can't say that the drug doesn't work but compared to how I feel it's not with it and I'll never take it again. I've been off it for 3 days now and only feel slightly bett. 	0	1	1	0	0	Cholesterol|prescribed|upper body|liver|remember|feeling|like|feel|Lipitor|cholesterol|raise|Lipitor|drug|cholesterol|raise|normal|tests|week|day|stared|flu|pains|blood|back|saw|problems|2 months|n't work|right|sleep|triglycerides|slightly|n't get|decided|severe
490	LIPITOR.936.txt	Swollen , burning feet and ankles. The ball of the foot would feel as if it was inflamed. Constant pins and needles in the ball of the foot and the toes and occasionally would get very painful pins and needles over entire foot. Had to remove socks and elevate legs to get relief from swelling. Quit taking Lipitor and within three days swelling stopped, foot and ankle skin flaked off like dermatitis and slowly over the next 4 weeks the symptoms reduced except for an occasional flareup. Still have minor problems after 4 weeks but it is 80% back to normal. 	0	1	0	0	0	ball of foot|ankles|back|burning feet|painful|symptoms|elevate legs|ankle skin|toes|foot|dermatitis|swelling|relief|problems|needles|pins|Lipitor|Constant|Lipitor|Constant|normal|feel|like
491	LIPITOR.178.txt	Fuzzy thinking, blurred vision, muscle/foot pain. DO NOT TAKE THIS MEDICATION. Look for natural remedies instead such as Red Yeast Rice supplements and eating healthier. Doctors should tell us about all the natural things to try first before turning to big drug companies! The drugs will kill you quicker than the original problem if you're not careful!. 	0	1	0	1	0	natural remedies|MEDICATION|supplements|foot pain|thinking|turning|problem|vision|eating|Yeast|Rice|Yeast|drugs|Rice|drug
492	LIPITOR.539.txt	Weakness, cramping, muscle spasms. Slurred speech and difficulty swallowing. Have recently been diagnosed with ALS. I blame lipitor. 	0	1	1	0	0	Slurred speech|difficulty|swallowing|muscle spasms|Weakness|cramping|diagnosed|lipitor|lipitor|blame
493	LIPITOR.56.txt	I did not link my problems to the Lipitor until my husband had major problems, now I know what has caused 10 years of Neuropathy, I have Burning feet always in bed at night, I do not have Diabetes (which would cause this) and was tested in DC at WRAMC and they found no reason that I should have this and gave me a tube of Capsacian!!! I still live with this. Four years ago I developed Frozen Shoulder in my left arm, unbelievable pain, within weeks the other shoulder became as painful as the first, could not raise my arms at all, tested at Bethesda Naval Hosp., no reason found, I was told it would last about 2 years unless I took therapy sessions, I took the sessions and begged for someone to put me out of my misery each time, it eventually passed in about a year but I still have shoulder pain. Today I am stopping the Lipitor, maybe I have read too much on the subject but the one that really scares me is the Memory Loss, All the drug com. tests were done to see how well the Statins did for Cholesterol and the heart benefits, but no testing (or none that the consumer was told of) was ever done to see how it effects the brain function. Memory is too precious a thing to lose to a drug!. 	0	0	0	1	0	Frozen Shoulder|Diabetes|Neuropathy|shoulder pain|Burning|painful|pain|Memory Loss|sessions|Cholesterol|left arm|heart|brain|feet|stopping|stopping|Lipitor|Statins|drug|raise|consumer|testing|tested|Memory|tests|year|10 years|function|Lipitor|Statins|Today|raise|therapy|scares|Today|tube|developed|arms|shoulder|none|problems|2 years|effects|too much|see
494	LIPITOR.913.txt	Muscle pain (severe neck, shoulder, back pain. leg pain) has become increasingly pronounced in the past few months (have taken Lipitor for 3+ years). Dr suggests side effects may be due to cumulative effect - will cease taking for approx 2 weeks to determine if there is any improvement. 	0	1	0	0	0	side effects|Muscle pain|effect|improvement|+ years|determine|leg pain|pain|Lipitor|Lipitor|neck|back|shoulder|severe|months
495	LIPITOR.357.txt	STATIN DRUG DAMAGE CLAIM Last week two personal injury lawsuits were filed against Pfizer Inc., the manufacturer of the cholesterol-lowering drug, Lipitor. http://biz.yahoo.com/prnews/060608/nyth079a.html?.v=2 If you have taken Lipitor or any other cholesterol-lowering drug (statin), believe that you suffered serious side effects as a result and feel that you were not informed adequately about these risks, please respond promptly with the following information: First name: Last name: Street address: City: State: Zip Code: Country: E-mail: Telephone Day / Evening: Age: Male / Female: Name of statin used: ( Lipitor, Zocor, Crestor, Mevacor, Pravachol, Lescol or Vytorin) Date statin started: Date symptoms began: Date statin stopped: Describe any changes in the type of statin taken: Brief description of your symptoms (fifty words or less): Were your symptoms primarily memory loss/confusion, muscle aches and pain, loss of ne. 	0	0	0	0	1	cholesterol-lowering drug|Pravachol|Lipitor|Crestor|Mevacor|Vytorin|Lescol|Zocor|DRUG|Date|STATIN|statin|Street address|First name|Last name|Telephone|Zip Code|Country|E-mail|week|Name|information|side effects|muscle aches|pain|symptoms|memory loss|suffered|Pravachol|Lipitor|Crestor|Mevacor|Vytorin|Lescol|Zocor|STATIN|statin|DAMAGE|injury|feel|City|Age|used|manufacturer|confusion|informed|or less|Date|description
496	VOLTAREN.44.txt	I was taking 75mg only once every three or four days. At first it was miraculous, no pain. I felt fabulous, except I did notice mild headache. Then the side effects kicked in. Now , if I take only one pill, I have abdominal cramps, followed by diarrhea, lots of it! Also, LOTS of gas, gurgling, mild cramping all day. I tried one more today, immediately got a bad headache, and cramping, nausea, and heartburn. That does it. I'm going back to iubrofen!. I took this the first time in February 2008, and have taken it occasionally since. Basically it works great for my pain, but I can't live with the side effects. 	1	1	0	0	0	abdominal cramps|heartburn|gurgling|cramping|nausea|pain|gas|headache|side effects|back|day|immediately|diarrhea
497	ARTHROTEC.100.txt	no side effects for the first two months . then vaginal bleeding 2 wks after menstral cycle. stomach pain. canker sores in my mouth. headache. been off for 1 week still have bleeding. helped my pain alot . too scared to take this drug again. 	0	1	0	0	0	vaginal bleeding|side effects|bleeding|stomach pain|pain|headache|canker sores|scared|week|months|drug|cycle|cycle
498	LIPITOR.725.txt	nausea. which progressively got worse the longer I took it. It became so extreme - it was causing me to be dysfunctional. The final week it turned into extreme vomiting and diarrhea. I thought I had a flu bug that just would not go away. As soon as I quit taking the Lipitor - I had my life back. I also experienced memory loss and extreme tiredness. I might also mention that I started on 10mg and experienced really no side effects. but when I was up'd to 20 mg it all started to go downhill. 	1	1	0	0	0	side effects|dysfunctional|memory loss|Lipitor|Lipitor|nausea|turned|worse|week|tiredness|vomiting|diarrhea|back|flu|experienced
499	LIPITOR.246.txt	Having been on Lipitor for over one year, with a modest reduction in cholesterol levels, I developed a severe reaction following shoulder surgery. Approximately 4 months following my surgery, I developed an abrupt and chronic pain in my arms, hands and the back of my upper legs (from buttocks to knees). After two MRI's and EMG and blood and urine analyisis reviewed by a Neurologist with negative and/or normal results, I self-diagnosed having read numerous patient complaints mirroring my symptoms and reading a cautionary warning to physicians to consider taking their patients off Lipitor when the patient was scheduled for major surgery (www.drug.com). My Neurologist has prescribed Prednisone 10mg to help with the symptoms. I am trying to limit my use of the Predisone but cannot take care of basic functions without a minimum of 10mg daily. As a CEO of a large sales company and a physcially active person, I'm extremely concerned about this chronic condition. I have been off Lipitor f. 	0	1	1	0	1	cholesterol levels|shoulder surgery|major surgery|reduction|surgery|severe|normal results|complaints|negative|4 months|prescribed|patient|diagnosed|condition|buttocks|arms|back|reviewed|year|self|help|scheduled|extremely|Lipitor|active|urine|basic|Lipitor|urine|basic|hands|knees|legs|blood|pain|symptoms|functions|active|Prednisone 10|developed|reaction
500	LIPITOR.592.txt	Have been on lipitor over 5 yrs. As time has passed, I have developed foot, shin, knee, thigh and hip pain. shoulder, arm and hand pain - am having balance problems, clumsiness and some memory loss. I have had problem with bloating and flatulence big time. Dr just took me off Lipitor and Effexor for depression. only 2 weeks off. so no noticeable change as yet. Had an MRI last week to rule out Multiple Sclerosis or any brain problems I HOPE - have not gotten results as yet. Lipitor reduced my cholesterol total greatly from 274 to 160. HDL went up and LDL and triglicerides went down. but looks like the side effects are going to cause me to change meds or quit taking them. Do the gym 3x a week and walk. am not totally sedentary and watch what I eat. but I am a cholesterol mfg. (so is my sister). right now, I am just HURTING. and want to find out WHY. stay tuned. 	0	1	1	1	0	Multiple Sclerosis|cholesterol total|balance problems|clumsiness|flatulence|hand pain|hip pain|side effects|memory loss|depression|lipitor|Lipitor|Effexor|cholesterol|lipitor|Lipitor|Effexor|cholesterol|problem|problems|to change|right|bloating|thigh|shin|shoulder|brain|foot|knee|arm|week|rule|HOPE|like|developed
501	VOLTAREN.8.txt	"Horrific medication - Suffered an acute pancreatic attack with critical blood levels that almost caused my death. My entire body was ""shutting"" down. My blood reports were at critical levels, BP was very low 98/60, fever for over 6 weeks, weight loss of 10 lbs.,yellow color to my skin, couldn't walk straight,prostate infection, sweating, nausea, pain in stomach & back, urination effected, hoarseness/coughing, heart racing, disoriented. Then the doctor in charge left us floundering on our own, going from one specialist after another to counter what was happening. My children did some research on the web about my drugs that I was taking, which included Voltaren,and learned about the adverse reactions to this drug and I stopped Voltaren. The specialists agreed with this conclusion, since they were exact to my problems. My body reacted and I recovered gradually. My advice to all - STOP - Find something else. I lost 2 months of my life and I still don't remember the entire e. If you are taking this drug - Make absolutely sure that you get blood work done every 6 months, in order to catch any critical levels in your blood. Then - STOP - the drug. "	0	1	1	0	0	prostate infection|floundering|adverse reactions|disoriented|hoarseness|coughing|nausea|fever|catch|pain|medication|reports|Make|absolutely sure|months|critical|urination|death|recovered|very low|sweating|attack|Find|something else|problems|2 months|remember|learned|stomach|heart|pancreatic|weight|advice|counter|blood|color|drugs|drug|Voltaren|back|order|Voltaren|Suffered
502	LIPITOR.90.txt	not sleeping and geting bad swets all night only happends when i take the tab. 	0	1	0	0	0	sleeping
503	VOLTAREN.35.txt	On day 8, starting wheezing at night. During the next 3 days the wheezing became a 24/7 side effect, with it being so bad at night, I couldn't sleep for more than 45 minutes. The wheezing literally woke me up, it was so loud. I also got a severe skin rash on the back of my neck, and on the back of one hand. Doc said I was the first person in his practice who ever had an allergic reaction to this drug, and. 	0	1	1	0	0	allergic reaction to drug|back of neck|back|skin rash|wheezing|practice|effect|sleep|hand|said|day|Doc|45 minutes|severe
